DateTime,RIST_MAKS_SP_LAST,RIST_AUTO_DIFF_SP_LAST(cm),RIST_FALLTAP_PV(cm),RIST_MAKS_PADRAG_SP_LAST(%),RIST_AUTT_DIFF_TM_PV(cm)
2024-01-13 20:00:00,5.0,70.0,16.971024407166666,80.0,70.0
2024-01-13 21:00:00,5.0,70.0,17.044311095833333,80.0,70.0
2024-01-13 22:00:00,5.0,70.0,17.1860165055,80.0,70.0
2024-01-13 23:00:00,5.0,70.0,17.211632196333333,80.0,70.0
2024-01-14 00:00:00,5.0,70.0,17.31257544383333,80.0,70.0
2024-01-14 01:00:00,5.0,70.0,17.500854069166667,80.0,70.0
2024-01-14 02:00:00,5.0,70.0,17.629210154833334,80.0,70.0
2024-01-14 03:00:00,5.0,70.0,17.677733102166666,80.0,70.0
2024-01-14 04:00:00,5.0,70.0,17.7756818125,80.0,70.0
2024-01-14 05:00:00,5.0,70.0,17.915878296666666,80.0,70.0
2024-01-14 06:00:00,5.0,70.0,17.912320033166665,80.0,70.0
2024-01-14 07:00:00,5.0,70.0,17.9905022525,80.0,70.0
2024-01-14 08:00:00,5.0,70.0,18.1276935995,80.0,70.0
2024-01-14 09:00:00,5.0,70.0,18.152671392166667,80.0,70.0
2024-01-14 10:00:00,5.0,70.0,18.273292118,80.0,70.0
2024-01-14 11:00:00,5.0,70.0,18.329554666666667,80.0,70.0
2024-01-14 12:00:00,5.0,70.0,18.461129931,80.0,70.0
2024-01-14 13:00:00,5.0,70.0,18.630608451666667,80.0,70.0
2024-01-14 14:00:00,5.0,70.0,18.69689941333333,80.0,70.0
2024-01-14 15:00:00,5.0,70.0,18.827762603333333,80.0,70.0
2024-01-14 16:00:00,5.0,70.0,18.89075596983333,80.0,70.0
2024-01-14 17:00:00,5.0,70.0,19.002791512833333,80.0,70.0
2024-01-14 18:00:00,5.0,70.0,19.087691836833333,80.0,70.0
2024-01-14 19:00:00,5.0,70.0,19.259187911166663,80.0,70.0
2024-01-14 20:00:00,5.0,70.0,19.34346305083333,80.0,70.0
2024-01-14 21:00:00,5.0,70.0,19.525453781,80.0,70.0
2024-01-14 22:00:00,5.0,70.0,19.6510081805,80.0,70.0
2024-01-14 23:00:00,5.0,70.0,19.804481929666668,80.0,70.0
2024-01-15 00:00:00,5.0,70.0,20.027283562166662,80.0,70.0
2024-01-15 01:00:00,5.0,70.0,20.154245165,80.0,70.0
2024-01-15 02:00:00,5.0,70.0,5.328945583616669,80.0,70.0
2024-01-15 03:00:00,5.0,70.0,1.790129343525,80.0,70.0
2024-01-15 04:00:00,5.0,70.0,1.612517038966666,80.0,70.0
2024-01-15 05:00:00,5.0,70.0,14.271498786416666,80.0,70.0
2024-01-15 06:00:00,5.0,70.0,16.562544504833333,80.0,70.0
2024-01-15 07:00:00,5.0,70.0,16.703486972833332,80.0,70.0
2024-01-15 08:00:00,5.0,70.0,16.8444463955,80.0,70.0
2024-01-15 09:00:00,5.0,70.0,17.091562482166665,80.0,70.0
2024-01-15 10:00:00,5.0,70.0,17.303780448833333,80.0,70.0
2024-01-15 11:00:00,5.0,70.0,17.566182877333333,80.0,70.0
2024-01-15 12:00:00,5.0,70.0,17.7973111475,80.0,70.0
2024-01-15 13:00:00,5.0,70.0,17.923590342333334,80.0,70.0
2024-01-15 14:00:00,5.0,70.0,18.21819729283333,80.0,70.0
2024-01-15 15:00:00,5.0,70.0,18.5523435815,80.0,70.0
2024-01-15 16:00:00,5.0,70.0,18.7099075315,80.0,70.0
2024-01-15 17:00:00,5.0,70.0,18.9331330185,80.0,70.0
2024-01-15 18:00:00,5.0,70.0,19.16406843483333,80.0,70.0
2024-01-15 19:00:00,5.0,70.0,19.390610589,80.0,70.0
2024-01-15 20:00:00,5.0,70.0,19.623338911833333,80.0,70.0
2024-01-15 21:00:00,5.0,70.0,19.924295212166665,80.0,70.0
2024-01-15 22:00:00,5.0,70.0,20.131768120666667,80.0,70.0
2024-01-15 23:00:00,5.0,70.0,20.3778372855,80.0,70.0
2024-01-16 00:00:00,5.0,70.0,15.425955454833334,80.0,70.0
2024-01-16 01:00:00,5.0,70.0,4.970792134783327,80.0,70.0
